sales_id,order_id,product_id,price_per_unit,quantity_x,total_price,product_type,product_name,size,colour,price,quantity_y,description,customer_id,customer_name,gender,age,home_address,zip_code,city,state,country,status,payment,order_date,delivery_date,delivery_time,age_group
100,21,298,105,2,210,Shirt,Cuban Collar,L,green,93,58,"A green coloured, L sized, Cuban Collar Shirt",124,fulan 124,Prefer not to say,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia,Active,11261.0,2021-04-04,2021-04-17,13.0,Adults
101,21,906,94,2,188,Trousers,Cords,S,violet,113,65,"A violet coloured, S sized, Cords Trousers",124,fulan 124,Prefer not to say,54,65 Eli AvenueApt. 473,4983,Donnellyfort,New South Wales,Australia,Active,11261.0,2021-04-04,2021-04-17,13.0,Adults
102,22,20,96,1,96,Shirt,Oxford Cloth,XS,blue,114,47,"A blue coloured, XS sized, Oxford Cloth Shirt",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
103,22,1040,90,2,180,Trousers,Relaxed Leg,XS,indigo,95,60,"A indigo coloured, XS sized, Relaxed Leg Trousers",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
104,22,134,92,1,92,Shirt,Denim,XL,indigo,115,58,"A indigo coloured, XL sized, Denim Shirt",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
105,22,172,91,2,182,Shirt,Linen,M,violet,116,44,"A violet coloured, M sized, Linen Shirt",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
106,22,321,109,3,327,Shirt,Mandarin Collar,S,orange,108,52,"A orange coloured, S sized, Mandarin Collar Shirt",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
107,22,912,96,1,96,Trousers,Drawstring,M,red,104,70,"A red coloured, M sized, Drawstring Trousers",180,fulan 180,Prefer not to say,21,58 Jett RoadApt. 448,932,Chasemouth,Western Australia,Australia,Active,36088.0,2021-05-28,2021-06-09,12.0,Youth
108,23,238,106,2,212,Shirt,Chambray,L,indigo,105,79,"A indigo coloured, L sized, Chambray Shirt",652,fulan 652,Male,63,59 Abbott CircuitApt. 084,9830,North Isabelleside,South Australia,Australia,Active,45711.0,2021-05-17,2021-05-22,5.0,Adults
109,23,809,117,3,351,Jacket,Shearling,XL,red,95,42,"A red coloured, XL sized, Shearling Jacket",652,fulan 652,Male,63,59 Abbott CircuitApt. 084,9830,North Isabelleside,South Australia,Australia,Active,45711.0,2021-05-17,2021-05-22,5.0,Adults
110,24,8,96,1,96,Shirt,Oxford Cloth,L,orange,114,48,"A orange coloured, L sized, Oxford Cloth Shirt",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,14566.0,2021-09-04,2021-09-20,16.0,Seniors
111,24,852,113,2,226,Trousers,Chinos,M,yellow,100,58,"A yellow coloured, M sized, Chinos Trousers",469,fulan 469,Female,78,783 Olivia CrescentSuite 877,5011,Andrewborough,New South Wales,Australia,Active,14566.0,2021-09-04,2021-09-20,16.0,Seniors
112,25,736,109,3,327,Jacket,Peacoat,S,red,102,67,"A red coloured, S sized, Peacoat Jacket",562,fulan 562,Prefer not to say,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Active,47075.0,2021-07-04,2021-07-08,4.0,Adults
113,25,593,100,2,200,Jacket,Bomber,L,violet,90,68,"A violet coloured, L sized, Bomber Jacket",562,fulan 562,Prefer not to say,58,04 Spencer MallApt. 910,8257,West Rubyland,Queensland,Australia,Active,47075.0,2021-07-04,2021-07-08,4.0,Adults
114,26,808,117,2,234,Jacket,Shearling,L,red,95,40,"A red coloured, L sized, Shearling Jacket",732,fulan 732,Prefer not to say,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,Active,15964.0,2021-04-25,2021-05-04,9.0,Seniors
115,26,154,91,3,273,Shirt,Linen,XL,yellow,116,54,"A yellow coloured, XL sized, Linen Shirt",732,fulan 732,Prefer not to say,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,Active,15964.0,2021-04-25,2021-05-04,9.0,Seniors
116,26,453,107,1,107,Jacket,Denim,L,violet,92,50,"A violet coloured, L sized, Denim Jacket",732,fulan 732,Prefer not to say,80,905 Stephanie BoulevardApt. 217,8114,Port Aaronton,Queensland,Australia,Active,15964.0,2021-04-25,2021-05-04,9.0,Seniors
117,27,302,105,2,210,Shirt,Cuban Collar,M,blue,93,55,"A blue coloured, M sized, Cuban Collar Shirt",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
118,27,823,117,1,117,Jacket,Shearling,L,green,95,66,"A green coloured, L sized, Shearling Jacket",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
119,27,360,94,1,94,Shirt,Henley,XS,yellow,92,42,"A yellow coloured, XS sized, Henley Shirt",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
120,27,430,107,1,107,Jacket,Denim,XS,yellow,92,52,"A yellow coloured, XS sized, Denim Jacket",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
121,27,1027,90,3,270,Trousers,Relaxed Leg,M,yellow,95,68,"A yellow coloured, M sized, Relaxed Leg Trousers",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
122,27,603,112,1,112,Jacket,Cardigan,L,orange,118,79,"A orange coloured, L sized, Cardigan Jacket",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
123,27,843,113,2,226,Trousers,Chinos,L,red,100,44,"A red coloured, L sized, Chinos Trousers",443,fulan 443,Prefer not to say,49,033 Mitchell IslandApt. 732,9651,Crooksshire,Victoria,Australia,Active,35513.0,2021-05-16,2021-05-28,12.0,Adults
124,28,19,96,2,192,Shirt,Oxford Cloth,XL,green,114,42,"A green coloured, XL sized, Oxford Cloth Shirt",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
125,28,226,106,2,212,Shirt,Chambray,S,green,105,63,"A green coloured, S sized, Chambray Shirt",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
126,28,1158,99,1,99,Trousers,High-Waisted,L,red,98,52,"A red coloured, L sized, High-Waisted Trousers",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
127,28,730,119,1,119,Jacket,Trench Coat,XS,violet,112,64,"A violet coloured, XS sized, Trench Coat Jacket",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
128,28,2,96,2,192,Shirt,Oxford Cloth,M,red,114,54,"A red coloured, M sized, Oxford Cloth Shirt",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
129,28,761,109,2,218,Jacket,Peacoat,S,indigo,102,49,"A indigo coloured, S sized, Peacoat Jacket",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
130,28,684,113,3,339,Jacket,Parka,XL,green,119,55,"A green coloured, XL sized, Parka Jacket",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
131,28,922,96,2,192,Trousers,Drawstring,M,yellow,104,55,"A yellow coloured, M sized, Drawstring Trousers",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
132,28,1053,93,2,186,Trousers,Joggers,L,red,94,63,"A red coloured, L sized, Joggers Trousers",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
133,28,1259,112,3,336,Trousers,Tracksuit Bottoms,XL,violet,91,60,"A violet coloured, XL sized, Tracksuit Bottoms Trousers",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
134,28,803,91,2,182,Jacket,Pullover,L,violet,114,78,"A violet coloured, L sized, Pullover Jacket",206,fulan 206,Prefer not to say,66,09 Kiehn View RdApt. 209,2155,South Clairetown,Queensland,Australia,Active,29968.0,2021-08-19,2021-09-04,16.0,Seniors
135,29,633,93,1,93,Jacket,Coach,L,red,115,80,"A red coloured, L sized, Coach Jacket",993,fulan 993,Prefer not to say,24,327 Abby CircleApt. 055,536,Michaelberg,Victoria,Australia,Active,57645.0,2021-03-22,2021-03-28,6.0,Youth
136,29,907,94,3,282,Trousers,Cords,M,violet,113,77,"A violet coloured, M sized, Cords Trousers",993,fulan 993,Prefer not to say,24,327 Abby CircleApt. 055,536,Michaelberg,Victoria,Australia,Active,57645.0,2021-03-22,2021-03-28,6.0,Youth
137,29,246,95,2,190,Shirt,Polo,S,red,117,60,"A red coloured, S sized, Polo Shirt",993,fulan 993,Prefer not to say,24,327 Abby CircleApt. 055,536,Michaelberg,Victoria,Australia,Active,57645.0,2021-03-22,2021-03-28,6.0,Youth
138,29,762,109,3,327,Jacket,Peacoat,M,indigo,102,52,"A indigo coloured, M sized, Peacoat Jacket",993,fulan 993,Prefer not to say,24,327 Abby CircleApt. 055,536,Michaelberg,Victoria,Australia,Active,57645.0,2021-03-22,2021-03-28,6.0,Youth
139,30,407,119,2,238,Shirt,Casual Slim Fit,M,blue,113,61,"A blue coloured, M sized, Casual Slim Fit Shirt",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
140,30,325,109,2,218,Shirt,Mandarin Collar,XS,yellow,108,45,"A yellow coloured, XS sized, Mandarin Collar Shirt",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
141,30,2,96,1,96,Shirt,Oxford Cloth,M,red,114,54,"A red coloured, M sized, Oxford Cloth Shirt",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
142,30,411,119,2,238,Shirt,Casual Slim Fit,S,indigo,113,65,"A indigo coloured, S sized, Casual Slim Fit Shirt",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
143,30,1167,99,1,99,Trousers,High-Waisted,M,yellow,98,45,"A yellow coloured, M sized, High-Waisted Trousers",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
144,30,462,118,3,354,Jacket,Puffer,M,orange,110,61,"A orange coloured, M sized, Puffer Jacket",260,fulan 260,Female,27,01 D'amore ManorSuite 692,3012,Trompview,Tasmania,Australia,Active,59350.0,2021-07-07,2021-07-26,19.0,Adults
145,31,484,118,2,236,Jacket,Puffer,XL,indigo,110,60,"A indigo coloured, XL sized, Puffer Jacket",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,15722.0,2021-03-11,2021-04-05,25.0,Adults
146,31,1071,93,1,93,Trousers,Joggers,S,blue,94,50,"A blue coloured, S sized, Joggers Trousers",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,15722.0,2021-03-11,2021-04-05,25.0,Adults
147,31,1245,112,1,112,Trousers,Tracksuit Bottoms,XS,blue,91,42,"A blue coloured, XS sized, Tracksuit Bottoms Trousers",727,fulan 727,Female,26,2752 Lily RoadApt. 721,3249,Jacobport,New South Wales,Australia,Active,15722.0,2021-03-11,2021-04-05,25.0,Adults
148,32,1096,115,3,345,Trousers,Cropped,S,yellow,99,65,"A yellow coloured, S sized, Cropped Trousers",627,fulan 627,Prefer not to say,51,66 Isla CrescentApt. 573,7404,Port Christopher,South Australia,Australia,Active,24976.0,2021-06-17,2021-07-14,27.0,Adults
149,32,323,109,1,109,Shirt,Mandarin Collar,L,orange,108,56,"A orange coloured, L sized, Mandarin Collar Shirt",627,fulan 627,Prefer not to say,51,66 Isla CrescentApt. 573,7404,Port Christopher,South Australia,Australia,Active,24976.0,2021-06-17,2021-07-14,27.0,Adults
150,32,22,96,3,288,Shirt,Oxford Cloth,M,blue,114,57,"A blue coloured, M sized, Oxford Cloth Shirt",627,fulan 627,Prefer not to say,51,66 Isla CrescentApt. 573,7404,Port Christopher,South Australia,Australia,Active,24976.0,2021-06-17,2021-07-14,27.0,Adults
151,33,486,118,2,236,Jacket,Puffer,S,violet,110,46,"A violet coloured, S sized, Puffer Jacket",588,fulan 588,Prefer not to say,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,Active,52945.0,2021-07-01,2021-07-07,6.0,Adults
152,33,1173,99,3,297,Trousers,High-Waisted,L,green,98,75,"A green coloured, L sized, High-Waisted Trousers",588,fulan 588,Prefer not to say,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,Active,52945.0,2021-07-01,2021-07-07,6.0,Adults
153,33,322,109,3,327,Shirt,Mandarin Collar,M,orange,108,78,"A orange coloured, M sized, Mandarin Collar Shirt",588,fulan 588,Prefer not to say,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,Active,52945.0,2021-07-01,2021-07-07,6.0,Adults
154,33,955,97,3,291,Trousers,Slim-Fit,XS,yellow,119,59,"A yellow coloured, XS sized, Slim-Fit Trousers",588,fulan 588,Prefer not to say,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,Active,52945.0,2021-07-01,2021-07-07,6.0,Adults
155,33,511,102,2,204,Jacket,Windbreaker,S,blue,109,41,"A blue coloured, S sized, Windbreaker Jacket",588,fulan 588,Prefer not to say,48,550 Alexis BoulevardSuite 124,9614,West Danieltown,Victoria,Australia,Active,52945.0,2021-07-01,2021-07-07,6.0,Adults
156,34,817,117,2,234,Jacket,Shearling,M,yellow,95,60,"A yellow coloured, M sized, Shearling Jacket",412,fulan 412,Prefer not to say,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia,Active,36244.0,2021-05-23,2021-05-30,7.0,Youth
157,34,555,98,1,98,Jacket,Leather,XS,violet,113,70,"A violet coloured, XS sized, Leather Jacket",412,fulan 412,Prefer not to say,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia,Active,36244.0,2021-05-23,2021-05-30,7.0,Youth
158,34,775,91,3,273,Jacket,Pullover,XS,orange,114,79,"A orange coloured, XS sized, Pullover Jacket",412,fulan 412,Prefer not to say,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia,Active,36244.0,2021-05-23,2021-05-30,7.0,Youth
159,34,62,104,1,104,Shirt,Dress,M,indigo,119,51,"A indigo coloured, M sized, Dress Shirt",412,fulan 412,Prefer not to say,21,7048 Barrows CrescentSuite 562,238,Hackettchester,South Australia,Australia,Active,36244.0,2021-05-23,2021-05-30,7.0,Youth
160,35,991,106,2,212,Trousers,Wool,S,yellow,111,69,"A yellow coloured, S sized, Wool Trousers",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
161,35,527,98,1,98,Jacket,Leather,M,red,113,54,"A red coloured, M sized, Leather Jacket",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
162,35,1257,112,2,224,Trousers,Tracksuit Bottoms,M,violet,91,73,"A violet coloured, M sized, Tracksuit Bottoms Trousers",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
163,35,1043,90,1,90,Trousers,Relaxed Leg,L,indigo,95,48,"A indigo coloured, L sized, Relaxed Leg Trousers",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
164,35,549,98,1,98,Jacket,Leather,XL,blue,113,67,"A blue coloured, XL sized, Leather Jacket",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
165,35,302,105,1,105,Shirt,Cuban Collar,M,blue,93,55,"A blue coloured, M sized, Cuban Collar Shirt",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
166,35,671,113,3,339,Jacket,Parka,S,orange,119,72,"A orange coloured, S sized, Parka Jacket",358,fulan 358,Prefer not to say,64,9937 Oliver CircleApt. 655,6842,Kreigerbury,Northern Territory,Australia,Active,49665.0,2021-08-31,2021-09-07,7.0,Adults
167,36,675,113,1,113,Jacket,Parka,XS,yellow,119,63,"A yellow coloured, XS sized, Parka Jacket",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
168,36,636,93,3,279,Jacket,Coach,S,orange,115,55,"A orange coloured, S sized, Coach Jacket",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
169,36,37,104,2,208,Shirt,Dress,M,red,119,57,"A red coloured, M sized, Dress Shirt",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
170,36,831,117,2,234,Jacket,Shearling,S,indigo,95,45,"A indigo coloured, S sized, Shearling Jacket",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
171,36,737,109,2,218,Jacket,Peacoat,M,red,102,59,"A red coloured, M sized, Peacoat Jacket",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
172,36,203,98,1,98,Shirt,Camp Collared,L,indigo,112,72,"A indigo coloured, L sized, Camp Collared Shirt",51,fulan 51,Prefer not to say,52,59 Hand ManorApt. 544,6322,South Evaport,Northern Territory,Australia,Active,32494.0,2021-08-22,2021-09-04,13.0,Adults
173,37,809,117,3,351,Jacket,Shearling,XL,red,95,42,"A red coloured, XL sized, Shearling Jacket",78,fulan 78,Prefer not to say,38,7812 Towne GroveSuite 233,7232,Lake Alihaven,Northern Territory,Australia,Active,53949.0,2021-07-07,2021-07-18,11.0,Adults
174,37,995,106,3,318,Trousers,Wool,XS,green,111,73,"A green coloured, XS sized, Wool Trousers",78,fulan 78,Prefer not to say,38,7812 Towne GroveSuite 233,7232,Lake Alihaven,Northern Territory,Australia,Active,53949.0,2021-07-07,2021-07-18,11.0,Adults
175,37,605,112,3,336,Jacket,Cardigan,XS,yellow,118,46,"A yellow coloured, XS sized, Cardigan Jacket",78,fulan 78,Prefer not to say,38,7812 Towne GroveSuite 233,7232,Lake Alihaven,Northern Territory,Australia,Active,53949.0,2021-07-07,2021-07-18,11.0,Adults
176,37,608,112,2,224,Jacket,Cardigan,L,yellow,118,50,"A yellow coloured, L sized, Cardigan Jacket",78,fulan 78,Prefer not to say,38,7812 Towne GroveSuite 233,7232,Lake Alihaven,Northern Territory,Australia,Active,53949.0,2021-07-07,2021-07-18,11.0,Adults
177,37,645,93,2,186,Jacket,Coach,XS,green,115,78,"A green coloured, XS sized, Coach Jacket",78,fulan 78,Prefer not to say,38,7812 Towne GroveSuite 233,7232,Lake Alihaven,Northern Territory,Australia,Active,53949.0,2021-07-07,2021-07-18,11.0,Adults
178,38,1015,90,2,180,Trousers,Relaxed Leg,XS,red,95,52,"A red coloured, XS sized, Relaxed Leg Trousers",809,fulan 809,Prefer not to say,76,443 Holly AvenueSuite 631,8563,South Tyler,Tasmania,Australia,Active,46219.0,2021-02-03,2021-02-19,16.0,Seniors
179,38,503,102,1,102,Jacket,Windbreaker,L,yellow,109,70,"A yellow coloured, L sized, Windbreaker Jacket",809,fulan 809,Prefer not to say,76,443 Holly AvenueSuite 631,8563,South Tyler,Tasmania,Australia,Active,46219.0,2021-02-03,2021-02-19,16.0,Seniors
180,38,138,92,2,184,Shirt,Denim,L,violet,115,78,"A violet coloured, L sized, Denim Shirt",809,fulan 809,Prefer not to say,76,443 Holly AvenueSuite 631,8563,South Tyler,Tasmania,Australia,Active,46219.0,2021-02-03,2021-02-19,16.0,Seniors
